Cboe data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  Your use of Cboe data is subject to the Terms and Conditions of Cboe Websites.,,,,
"*On April 20, 2011, the calculation of the VXST was based solely on 30-day (5/21/11 exp. date) SPX options since SPXW options were not available on that date.",,,,
VIX9D,,,,
Date,Open,High,Low,Close
09/10/2018, 13.69, 13.83, 12.26, 12.57
09/11/2018, 13.49, 13.76, 11.00, 11.00
09/12/2018, 11.05, 11.73, 10.46, 10.67
09/13/2018, 10.53, 10.60, 9.98, 10.03
09/14/2018, 10.21, 10.66, 8.81, 9.93
09/17/2018, 11.26, 13.69, 11.06, 13.50
09/18/2018, 12.38, 12.47, 11.56, 11.74
09/19/2018, 11.44, 11.94, 10.97, 11.45
09/20/2018, 10.78, 11.24, 10.63, 11.04
09/21/2018, 11.27, 11.27, 10.05, 10.63
09/24/2018, 11.99, 12.90, 11.60, 11.63
09/25/2018, 11.46, 12.18, 11.33, 11.76
09/26/2018, 11.56, 12.97, 10.72, 12.70
09/27/2018, 11.83, 12.47, 11.07, 12.09
09/28/2018, 12.73, 12.84, 11.07, 11.17
10/01/2018, 11.38, 11.73, 10.67, 11.19
10/02/2018, 11.49, 11.68, 10.50, 11.13
10/03/2018, 10.60, 11.67, 10.13, 10.81
10/04/2018, 11.85, 18.88, 11.81, 15.42
10/05/2018, 14.43, 19.61, 13.16, 14.86
10/08/2018, 17.17, 18.90, 14.92, 14.92
10/09/2018, 15.97, 16.96, 13.66, 14.40
10/10/2018, 15.64, 26.10, 15.63, 25.98
10/11/2018, 23.85, 35.60, 23.07, 29.58
10/12/2018, 25.02, 32.89, 21.84, 22.84
10/15/2018, 24.76, 25.89, 20.86, 23.91
10/16/2018, 20.72, 20.98, 17.78, 17.85
10/17/2018, 17.95, 20.71, 17.56, 17.75
10/18/2018, 19.40, 24.55, 18.29, 22.31
10/19/2018, 21.24, 23.44, 18.97, 21.13
10/22/2018, 20.72, 23.62, 19.57, 20.67
10/23/2018, 29.71, 29.71, 22.49, 23.43
10/24/2018, 23.97, 34.34, 23.21, 31.91
10/25/2018, 29.80, 31.03, 26.36, 29.62
10/26/2018, 32.21, 35.41, 28.81, 29.89
10/29/2018, 29.04, 36.37, 27.17, 31.03
10/30/2018, 32.42, 32.54, 28.60, 28.87
10/31/2018, 26.96, 27.35, 23.62, 25.16
11/01/2018, 23.68, 24.33, 20.83, 21.54
11/02/2018, 20.97, 25.20, 20.10, 21.17
11/05/2018, 22.32, 23.89, 21.42, 21.63
11/06/2018, 22.06, 22.93, 21.15, 21.62
11/07/2018, 17.39, 18.01, 15.49, 15.54
11/08/2018, 15.53, 16.62, 15.31, 15.56
11/09/2018, 16.28, 17.62, 15.17, 15.63
11/12/2018, 16.94, 21.39, 16.88, 20.69
11/13/2018, 20.19, 21.61, 18.23, 19.38
11/14/2018, 18.63, 23.39, 18.29, 21.39
11/15/2018, 22.32, 24.06, 19.38, 19.50
11/16/2018, 20.93, 21.20, 16.29, 16.35
11/19/2018, 19.17, 21.79, 18.50, 20.43
11/20/2018, 24.77, 26.66, 22.80, 23.63
11/21/2018, 22.53, 22.98, 19.19, 19.86
11/23/2018, 22.96, 22.97, 20.70, 21.42
11/26/2018, 21.69, 21.71, 19.55, 20.04
11/27/2018, 21.49, 21.72, 20.53, 21.33
11/28/2018, 21.27, 22.85, 21.11, 22.06
11/29/2018, 22.59, 24.91, 21.86, 22.13
11/30/2018, 23.15, 23.15, 21.40, 21.46
12/03/2018, 18.09, 19.48, 17.01, 17.21
12/04/2018, 17.74, 26.99, 17.07, 25.10
12/06/2018, 31.36, 33.48, 24.75, 25.11
12/07/2018, 24.77, 30.52, 22.60, 27.42
12/10/2018, 28.13, 31.83, 25.14, 25.53
12/11/2018, 23.95, 26.31, 22.72, 23.49
12/12/2018, 22.07, 23.06, 21.48, 22.86
12/13/2018, 21.53, 21.81, 19.98, 20.57
12/14/2018, 21.38, 23.46, 20.53, 21.47
12/17/2018, 23.85, 29.18, 23.11, 27.07
12/18/2018, 26.45, 29.61, 25.74, 28.36
12/19/2018, 28.79, 28.90, 23.61, 26.65
12/20/2018, 26.96, 33.86, 25.92, 30.42
12/21/2018, 30.64, 35.43, 27.00, 33.74
12/24/2018, 37.35, 42.50, 35.98, 42.40
12/26/2018, 41.09, 42.90, 32.15, 34.71
12/27/2018, 37.87, 39.64, 33.39, 33.88
12/28/2018, 33.70, 35.47, 30.84, 31.02
12/31/2018, 31.72, 31.74, 27.27, 27.35
01/02/2019, 31.46, 31.46, 22.68, 23.02
01/03/2019, 25.82, 28.95, 24.47, 26.96
01/04/2019, 24.04, 24.38, 20.58, 21.27
01/07/2019, 23.42, 23.42, 21.11, 21.68
01/08/2019, 20.88, 22.92, 19.85, 20.57
01/09/2019, 20.26, 21.04, 18.70, 19.18
01/10/2019, 20.46, 21.04, 17.66, 17.88
01/11/2019, 18.64, 18.76, 15.88, 16.10
01/14/2019, 19.43, 19.46, 16.14, 17.57
01/15/2019, 17.62, 17.68, 16.16, 16.84
01/16/2019, 16.60, 16.95, 15.98, 16.73
01/17/2019, 17.32, 17.32, 15.31, 15.75
01/18/2019, 15.70, 16.21, 14.97, 15.22
01/22/2019, 18.96, 21.96, 18.89, 21.57
01/23/2019, 20.75, 22.89, 19.25, 19.36
01/24/2019, 20.40, 20.63, 17.60, 18.09
01/25/2019, 17.53, 17.80, 16.24, 16.35
01/28/2019, 20.26, 22.07, 19.28, 19.38
01/29/2019, 19.45, 21.12, 19.38, 19.85
01/30/2019, 19.52, 19.97, 17.28, 17.32
01/31/2019, 17.23, 17.27, 15.42, 15.51
02/01/2019, 15.18, 15.35, 13.99, 14.13
02/04/2019, 15.94, 15.97, 13.58, 13.58
02/05/2019, 13.86, 14.40, 13.19, 13.58
02/06/2019, 13.51, 14.03, 12.69, 12.73
02/07/2019, 14.19, 17.45, 13.78, 14.89
02/08/2019, 16.10, 17.17, 13.44, 13.61
02/11/2019, 14.72, 15.47, 14.56, 14.67
02/12/2019, 13.95, 14.10, 13.38, 13.47
02/13/2019, 13.73, 14.14, 12.82, 13.49
02/14/2019, 15.11, 15.77, 13.66, 14.11
02/15/2019, 13.45, 13.61, 12.02, 12.18
02/19/2019, 15.20, 15.21, 13.19, 13.38
02/20/2019, 13.66, 13.89, 12.48, 12.60
02/21/2019, 13.53, 14.46, 12.68, 13.18
02/22/2019, 13.13, 13.18, 11.47, 11.49
02/25/2019, 12.85, 14.09, 12.57, 14.06
02/26/2019, 14.48, 14.61, 13.29, 14.20
02/27/2019, 14.57, 15.66, 13.14, 13.14
02/28/2019, 13.17, 13.74, 12.46, 13.18
03/01/2019, 12.39, 13.19, 11.08, 11.33
03/04/2019, 12.42, 17.65, 11.90, 13.40
03/05/2019, 13.54, 14.70, 12.74, 13.36
03/06/2019, 13.60, 15.65, 13.49, 14.99
03/07/2019, 16.09, 18.47, 15.17, 16.15
03/08/2019, 18.57, 18.79, 14.56, 14.63
03/11/2019, 16.07, 16.07, 13.36, 13.40
03/12/2019, 13.57, 13.61, 12.69, 12.73
03/13/2019, 12.41, 13.30, 12.17, 12.53
03/14/2019, 12.96, 13.20, 12.05, 12.52
03/15/2019, 12.39, 12.43, 11.18, 11.22
03/18/2019, 12.74, 13.61, 12.48, 12.53
03/19/2019, 12.24, 13.93, 12.22, 13.53
03/20/2019, 14.22, 14.73, 12.36, 13.49
03/21/2019, 13.98, 13.99, 12.62, 13.11
03/22/2019, 13.94, 18.47, 13.60, 16.85
03/25/2019, 18.89, 19.57, 16.38, 16.41
03/26/2019, 15.46, 15.63, 13.89, 13.95
03/27/2019, 14.41, 17.13, 14.18, 14.70
03/28/2019, 14.62, 15.57, 13.64, 13.70
03/29/2019, 13.16, 13.64, 12.06, 12.34
04/01/2019, 13.21, 13.34, 11.95, 12.11
04/02/2019, 12.26, 12.47, 11.51, 11.86
04/03/2019, 11.75, 13.12, 11.63, 12.29
04/04/2019, 12.44, 12.45, 11.31, 11.58
04/05/2019, 11.26, 11.26, 9.92, 10.12
04/08/2019, 11.63, 11.92, 10.65, 10.74
04/09/2019, 11.71, 12.21, 11.03, 11.78
04/10/2019, 11.45, 11.62, 8.77, 10.14
04/11/2019, 10.81, 11.05, 10.29, 10.52
04/12/2019, 10.44, 10.61, 9.65, 9.74
04/15/2019, 10.99, 11.77, 10.53, 10.61
04/16/2019, 10.39, 11.09, 10.23, 10.76
04/17/2019, 10.28, 11.83, 10.25, 11.00
04/18/2019, 10.66, 11.13, 9.86, 9.93
04/22/2019, 13.16, 13.17, 11.57, 11.63
04/23/2019, 11.71, 12.16, 11.48, 11.64
04/24/2019, 11.91, 12.73, 11.65, 12.54
04/25/2019, 13.18, 14.12, 11.82, 12.36
04/26/2019, 12.48, 12.77, 11.32, 11.81
04/29/2019, 13.00, 13.00, 12.29, 12.52
04/30/2019, 13.02, 13.82, 12.34, 12.44
05/01/2019, 12.51, 15.09, 12.06, 14.95
05/02/2019, 14.75, 16.61, 13.47, 13.92
05/03/2019, 12.50, 12.50, 10.96, 10.96
05/06/2019, 20.36, 20.36, 14.92, 15.45
05/07/2019, 18.54, 24.88, 18.36, 20.74
05/08/2019, 21.96, 23.21, 19.35, 21.33
05/09/2019, 26.44, 27.26, 20.88, 21.86
05/10/2019, 20.69, 23.08, 15.84, 16.57
05/13/2019, 22.85, 24.36, 21.48, 22.76
05/14/2019, 22.76, 22.76, 18.42, 18.76
05/15/2019, 20.35, 20.40, 16.12, 16.31
05/16/2019, 16.14, 16.14, 14.71, 15.06
05/17/2019, 17.11, 17.11, 14.48, 16.26
05/20/2019, 18.77, 19.41, 16.61, 16.82
05/21/2019, 15.81, 15.81, 13.98, 14.50
05/22/2019, 14.50, 14.94, 13.48, 13.92
05/23/2019, 16.44, 18.99, 16.42, 17.40
05/24/2019, 15.78, 16.49, 15.23, 15.36
05/28/2019, 16.84, 18.53, 15.92, 17.98
05/29/2019, 19.04, 19.91, 18.04, 18.34
05/30/2019, 17.18, 18.37, 16.35, 17.12
05/31/2019, 19.72, 19.93, 18.04, 19.00
06/03/2019, 19.30, 20.46, 18.59, 19.26
06/04/2019, 18.52, 18.89, 16.65, 16.65
06/05/2019, 16.45, 17.52, 14.79, 14.90
06/06/2019, 15.24, 15.40, 14.22, 14.88
06/07/2019, 14.44, 15.41, 14.31, 15.02
06/10/2019, 15.50, 16.05, 15.25, 15.25
06/11/2019, 14.85, 16.19, 14.85, 15.15
06/12/2019, 15.29, 15.49, 14.64, 14.66
06/13/2019, 14.85, 15.01, 14.37, 14.59
06/14/2019, 15.16, 15.52, 13.50, 13.56
06/17/2019, 15.36, 15.50, 14.60, 14.99
06/18/2019, 15.07, 15.64, 14.15, 15.29
06/19/2019, 15.32, 17.01, 13.70, 13.87
06/20/2019, 13.54, 16.55, 13.12, 14.77
06/21/2019, 14.68, 14.83, 13.94, 14.83
06/24/2019, 16.22, 16.39, 15.80, 15.80
06/25/2019, 15.80, 17.74, 15.78, 17.01
06/26/2019, 17.03, 17.33, 16.28, 16.80
06/27/2019, 16.85, 17.10, 16.24, 16.34
06/28/2019, 16.64, 17.06, 15.67, 15.67
07/01/2019, 13.20, 13.41, 12.32, 12.51
07/02/2019, 12.31, 12.49, 10.38, 10.42
07/03/2019, 10.53, 10.53, 9.87, 9.91
07/05/2019, 11.40, 12.38, 10.34, 10.57
07/08/2019, 12.31, 12.53, 11.02, 11.12
07/09/2019, 12.05, 12.05, 10.87, 11.08
07/10/2019, 10.65, 10.65, 9.88, 9.94
07/11/2019, 10.09, 10.57, 9.74, 10.08
07/12/2019, 9.90, 9.93, 9.48, 9.88
07/15/2019, 10.95, 11.25, 10.79, 11.01
07/16/2019, 10.98, 12.10, 10.34, 11.71
07/17/2019, 11.59, 13.42, 11.46, 13.42
07/18/2019, 13.40, 14.29, 12.10, 12.68
07/19/2019, 12.68, 13.56, 12.22, 13.56
07/22/2019, 15.05, 15.24, 13.46, 13.64
07/23/2019, 13.59, 13.85, 12.30, 12.82
07/24/2019, 13.39, 13.39, 12.13, 12.19
07/25/2019, 12.78, 13.92, 12.45, 12.53
07/26/2019, 12.23, 12.29, 11.50, 11.54
07/29/2019, 12.69, 13.40, 12.56, 12.67
07/30/2019, 14.33, 14.61, 13.61, 14.46
07/31/2019, 14.44, 18.41, 12.36, 18.41
08/01/2019, 15.57, 22.44, 13.10, 19.32
08/02/2019, 19.50, 22.31, 17.69, 17.69
08/05/2019, 24.12, 30.16, 23.73, 29.14
08/06/2019, 24.32, 25.46, 21.24, 21.84
08/07/2019, 25.56, 27.65, 19.98, 20.95
08/08/2019, 19.66, 19.76, 16.46, 16.77
08/09/2019, 16.76, 20.20, 16.76, 17.75
08/12/2019, 21.47, 23.13, 19.87, 22.45
08/13/2019, 22.08, 22.29, 17.49, 17.49
08/14/2019, 17.62, 25.27, 17.62, 24.42
08/15/2019, 24.19, 25.86, 22.04, 22.45
08/16/2019, 22.50, 22.50, 18.14, 18.36
08/19/2019, 17.48, 17.76, 16.49, 17.20
08/20/2019, 17.64, 18.94, 16.77, 18.43
08/21/2019, 16.25, 16.86, 15.86, 16.09
08/22/2019, 15.81, 18.41, 15.63, 16.71
08/23/2019, 19.01, 24.16, 16.11, 21.55
08/26/2019, 22.28, 23.51, 19.47, 19.82
08/27/2019, 19.12, 21.99, 18.40, 20.81
08/28/2019, 22.00, 22.67, 18.90, 19.16
08/29/2019, 17.44, 18.57, 16.76, 16.85
08/30/2019, 16.81, 18.86, 16.21, 18.60
09/03/2019, 20.76, 21.59, 18.94, 19.07
09/04/2019, 16.87, 17.65, 15.46, 15.60
09/05/2019, 14.91, 14.93, 13.01, 14.59
09/06/2019, 14.16, 14.29, 12.34, 12.39
09/09/2019, 13.73, 14.98, 13.52, 13.66
09/10/2019, 14.59, 15.65, 13.34, 13.76
09/11/2019, 14.10, 14.13, 13.09, 13.13
09/12/2019, 13.24, 13.79, 11.20, 13.10
09/13/2019, 13.06, 13.43, 12.26, 12.62
09/16/2019, 15.04, 15.18, 14.14, 14.60
09/17/2019, 14.95, 15.25, 14.43, 14.54
09/18/2019, 15.15, 17.31, 13.71, 14.13
09/19/2019, 14.10, 14.10, 12.18, 13.18
09/20/2019, 12.20, 15.67, 11.78, 14.68
09/23/2019, 12.43, 15.43, 8.88, 9.83
09/24/2019, 13.49, 18.69, 13.12, 17.73
09/25/2019, 17.77, 19.66, 14.93, 15.30
09/26/2019, 15.51, 17.40, 14.57, 15.20
09/27/2019, 15.14, 19.41, 13.44, 16.77
09/30/2019, 16.97, 17.03, 15.20, 15.28
10/01/2019, 15.26, 19.29, 14.65, 18.94
10/02/2019, 20.31, 23.43, 20.24, 21.71
10/03/2019, 21.01, 23.04, 19.23, 19.48
10/04/2019, 18.70, 18.70, 16.02, 16.27
10/07/2019, 18.43, 18.65, 16.32, 17.70
10/08/2019, 19.89, 20.74, 18.32, 20.29
10/09/2019, 19.39, 19.93, 16.86, 18.26
10/10/2019, 19.90, 19.94, 17.60, 17.78
10/11/2019, 16.93, 17.75, 14.59, 15.28
10/14/2019, 16.09, 16.09, 13.88, 14.01
10/15/2019, 13.44, 13.44, 12.25, 12.30
10/16/2019, 13.05, 13.44, 11.80, 11.92
10/17/2019, 12.12, 12.73, 11.62, 11.90
10/18/2019, 12.89, 13.86, 12.26, 12.35
10/21/2019, 13.46, 13.72, 12.61, 12.61
10/22/2019, 12.53, 13.52, 12.05, 13.30
10/23/2019, 13.46, 13.66, 12.27, 12.27
10/24/2019, 12.17, 12.92, 11.40, 11.89
10/25/2019, 12.07, 12.07, 10.33, 10.33
10/28/2019, 11.54, 11.76, 11.29, 11.70
10/29/2019, 12.19, 12.30, 11.60, 11.75
10/30/2019, 12.21, 13.03, 10.60, 10.67
10/31/2019, 11.67, 12.97, 11.41, 11.58
11/01/2019, 10.81, 11.56, 9.79, 9.84
11/04/2019, 11.17, 11.71, 10.76, 11.08
11/05/2019, 11.58, 11.58, 10.64, 10.99
11/06/2019, 11.14, 11.86, 9.47, 9.47
11/07/2019, 10.04, 10.30, 9.68, 10.16
11/08/2019, 10.15, 10.76, 9.30, 9.32
11/11/2019, 9.30, 11.80, 9.30, 10.69
11/12/2019, 10.87, 11.34, 10.44, 10.80
11/13/2019, 11.93, 11.97, 10.92, 10.97
11/14/2019, 11.46, 12.03, 10.91, 11.23
11/15/2019, 10.86, 11.07, 9.57, 9.67
11/18/2019, 9.67, 11.62, 9.67, 10.18
11/19/2019, 10.12, 10.70, 9.69, 10.25
11/20/2019, 10.66, 12.91, 9.84, 10.20
11/21/2019, 10.75, 11.76, 10.32, 10.56
11/22/2019, 10.53, 10.88, 9.22, 9.22
11/25/2019, 10.36, 10.38, 9.64, 9.76
11/26/2019, 9.92, 10.04, 9.45, 9.50
11/27/2019, 9.69, 9.93, 9.06, 9.90
11/29/2019, 11.36, 11.68, 10.97, 11.36
12/02/2019, 13.29, 16.20, 13.29, 15.30
12/03/2019, 19.35, 20.59, 16.47, 16.86
12/04/2019, 15.88, 16.01, 14.03, 14.92
12/05/2019, 14.54, 15.63, 13.69, 13.94
12/06/2019, 12.47, 12.85, 12.20, 12.81
12/09/2019, 14.70, 17.41, 14.27, 17.06
12/10/2019, 16.58, 17.89, 15.97, 16.24
12/11/2019, 16.73, 17.03, 14.36, 15.27
12/12/2019, 16.25, 16.70, 13.81, 14.67
12/13/2019, 14.94, 15.35, 11.84, 12.41
12/16/2019, 11.01, 12.08, 10.58, 11.63
12/17/2019, 11.35, 11.60, 10.87, 11.16
12/18/2019, 10.71, 10.88, 9.90, 10.30
12/19/2019, 10.26, 10.29, 9.33, 9.39
12/20/2019, 8.82, 9.36, 8.55, 9.27
12/23/2019, 10.37, 10.48, 9.59, 9.83
12/24/2019, 9.84, 10.08, 9.49, 9.56
12/26/2019, 10.11, 10.16, 9.71, 9.94
12/27/2019, 10.32, 11.58, 10.30, 11.00
12/30/2019, 10.99, 14.46, 10.99, 13.77
12/31/2019, 14.47, 14.69, 13.16, 13.26
01/02/2020, 12.44, 12.75, 10.43, 10.60
01/03/2020, 14.88, 14.88, 11.91, 12.78
01/06/2020, 15.89, 15.89, 12.11, 12.42
01/07/2020, 13.20, 13.56, 11.73, 12.34
01/08/2020, 13.43, 13.45, 10.81, 12.22
01/09/2020, 11.65, 11.77, 10.83, 10.86
01/10/2020, 10.51, 11.08, 9.80, 10.57
01/13/2020, 11.39, 11.67, 10.05, 10.05
01/14/2020, 10.29, 11.11, 9.49, 10.18
01/15/2020, 10.35, 10.43, 9.68, 9.69
01/16/2020, 9.49, 9.83, 9.24, 9.71
01/17/2020, 9.73, 9.84, 8.98, 9.04
01/21/2020, 11.82, 12.17, 11.01, 11.38
01/22/2020, 11.25, 11.28, 10.41, 11.03
01/23/2020, 11.00, 13.01, 11.00, 11.40
01/24/2020, 11.39, 17.80, 11.27, 14.65
01/27/2020, 14.58, 22.15, 14.58, 21.30
01/28/2020, 19.12, 19.88, 17.35, 18.34
01/29/2020, 16.88, 19.20, 16.24, 18.12
01/30/2020, 20.19, 21.23, 16.11, 16.41
01/31/2020, 18.23, 23.33, 18.07, 21.66
02/03/2020, 20.09, 20.31, 18.29, 19.23
02/04/2020, 16.29, 16.61, 15.68, 15.81
02/05/2020, 14.74, 15.75, 13.52, 13.69
02/06/2020, 13.95, 14.57, 12.80, 12.98
02/07/2020, 14.38, 15.21, 12.90, 13.73
02/10/2020, 15.54, 15.54, 12.85, 12.89
02/11/2020, 12.30, 13.23, 11.94, 13.04
02/12/2020, 11.97, 11.97, 10.76, 10.84
02/13/2020, 12.90, 13.06, 11.55, 11.83
02/14/2020, 11.85, 12.31, 10.95, 10.98
02/18/2020, 13.94, 14.70, 12.91, 13.02
02/19/2020, 12.27, 12.48, 11.81, 11.88
02/20/2020, 12.91, 16.81, 12.31, 13.86
02/21/2020, 15.93, 18.16, 15.48, 15.77
02/24/2020, 27.46, 33.45, 24.77, 31.90
02/25/2020, 26.81, 39.45, 26.81, 36.35
02/26/2020, 33.12, 36.85, 29.90, 34.84
02/27/2020, 40.94, 54.90, 37.50, 54.74
02/28/2020, 60.19, 70.48, 52.12, 52.90
03/02/2020, 49.32, 53.55, 36.41, 42.17
03/03/2020, 42.37, 53.72, 31.43, 47.34
03/04/2020, 38.69, 42.81, 34.57, 37.06
03/05/2020, 45.00, 55.09, 40.85, 48.63
03/06/2020, 59.81, 68.91, 46.10, 48.55
03/09/2020, 48.62, 76.77, 48.62, 70.30
03/10/2020, 60.23, 69.68, 55.31, 57.39
03/11/2020, 64.49, 70.94, 60.23, 68.21
03/12/2020, 68.00, 103.58, 68.00, 103.56
03/13/2020, 80.57, 102.31, 65.05, 69.87
03/16/2020, 69.87, 109.46, 69.87, 106.66
03/17/2020, 103.09, 110.92, 85.08, 92.93
03/18/2020, 92.46, 111.68, 86.80, 97.22
03/19/2020, 98.77, 107.42, 87.38, 91.02
03/20/2020, 85.52, 87.38, 72.09, 83.47
03/23/2020, 90.13, 92.38, 77.83, 78.76
03/24/2020, 68.82, 78.89, 68.11, 78.04
03/25/2020, 81.99, 84.66, 76.58, 81.30
03/26/2020, 74.40, 76.68, 67.61, 73.61
03/27/2020, 82.63, 82.63, 69.07, 72.33
03/30/2020, 72.14, 73.94, 62.16, 62.80
03/31/2020, 61.02, 65.73, 56.24, 60.16
04/01/2020, 68.87, 68.87, 57.08, 61.33
04/02/2020, 58.78, 61.10, 52.29, 52.81
04/03/2020, 51.16, 52.05, 46.37, 46.66
04/06/2020, 45.56, 47.86, 44.26, 47.02
04/07/2020, 45.60, 50.16, 44.85, 48.34
04/08/2020, 44.87, 47.12, 41.88, 42.46
04/09/2020, 42.96, 43.81, 40.09, 40.42
04/13/2020, 46.43, 48.82, 41.65, 41.74
04/14/2020, 39.63, 40.32, 38.74, 38.81
04/15/2020, 44.25, 44.98, 41.13, 41.64
04/16/2020, 41.62, 44.19, 40.04, 40.49
04/17/2020, 40.22, 40.96, 20.07, 36.18
04/20/2020, 43.25, 44.04, 39.95, 44.00
04/21/2020, 46.37, 48.38, 44.68, 45.46
04/22/2020, 42.80, 43.21, 32.18, 40.21
04/23/2020, 38.65, 40.47, 36.14, 39.35
04/24/2020, 37.27, 38.18, 31.15, 31.72
04/27/2020, 33.89, 33.91, 30.94, 31.41
04/28/2020, 29.77, 35.59, 29.77, 32.44
04/29/2020, 30.39, 31.32, 29.57, 29.66
04/30/2020, 32.45, 35.23, 31.54, 32.88
05/01/2020, 37.64, 39.36, 34.89, 35.57
05/04/2020, 40.13, 40.73, 34.92, 35.45
05/05/2020, 33.50, 33.51, 30.53, 33.19
05/06/2020, 30.98, 34.06, 30.59, 33.98
05/07/2020, 30.08, 30.94, 28.77, 29.75
05/08/2020, 27.36, 27.96, 24.71, 24.89
05/11/2020, 30.04, 30.12, 25.72, 26.17
05/12/2020, 24.55, 33.36, 24.42, 33.36
05/13/2020, 32.32, 39.33, 31.15, 34.63
05/14/2020, 37.74, 39.52, 31.05, 31.66
05/15/2020, 33.41, 34.48, 28.70, 29.71
05/18/2020, 27.52, 27.72, 26.61, 27.62
05/19/2020, 27.81, 28.40, 25.60, 28.03
05/20/2020, 25.14, 26.27, 24.75, 24.93
05/21/2020, 24.84, 28.24, 24.22, 26.15
05/22/2020, 26.08, 26.91, 23.18, 23.47
05/26/2020, 25.16, 26.35, 24.83, 25.50
05/27/2020, 24.93, 29.13, 24.59, 25.17
05/28/2020, 26.19, 28.03, 24.74, 26.02
05/29/2020, 28.71, 28.88, 24.39, 24.59
06/01/2020, 30.41, 30.42, 27.02, 27.08
06/02/2020, 27.27, 27.57, 24.81, 25.06
06/03/2020, 25.10, 25.38, 23.22, 23.97
06/04/2020, 24.27, 24.48, 21.83, 23.56
06/05/2020, 21.97, 23.40, 21.54, 22.63
06/08/2020, 24.95, 25.44, 24.27, 25.18
06/09/2020, 25.87, 27.09, 25.33, 26.92
06/10/2020, 26.93, 29.37, 19.54, 27.10
06/11/2020, 32.39, 47.21, 29.39, 42.06
06/12/2020, 37.47, 47.47, 34.48, 36.52
06/15/2020, 44.50, 45.38, 35.93, 35.98
06/16/2020, 34.75, 40.43, 33.07, 35.38
06/17/2020, 35.47, 37.15, 32.63, 33.98
06/18/2020, 36.04, 36.04, 31.11, 32.05
06/19/2020, 29.68, 34.78, 28.93, 33.92
06/22/2020, 34.84, 35.68, 31.10, 31.23
06/23/2020, 30.03, 30.87, 28.88, 30.29
06/24/2020, 31.77, 38.27, 30.79, 33.25
06/25/2020, 33.29, 36.76, 30.36, 30.92
06/26/2020, 30.94, 36.31, 30.93, 33.31
06/29/2020, 34.86, 36.93, 30.42, 30.42
06/30/2020, 31.16, 31.28, 27.16, 29.14
07/01/2020, 28.07, 28.39, 24.92, 25.20
07/02/2020, 23.38, 25.22, 22.00, 22.64
07/06/2020, 25.80, 26.45, 24.88, 25.23
07/07/2020, 25.92, 27.20, 24.54, 26.84
07/08/2020, 25.89, 27.59, 23.59, 23.67
07/09/2020, 23.35, 29.49, 23.34, 25.55
07/10/2020, 26.11, 27.56, 22.39, 22.59
07/13/2020, 24.85, 31.00, 24.79, 30.31
07/14/2020, 31.44, 33.40, 27.49, 27.78
07/15/2020, 26.67, 29.48, 25.22, 25.22
07/16/2020, 26.64, 27.36, 24.55, 25.85
07/17/2020, 24.11, 25.12, 21.90, 22.16
07/20/2020, 24.66, 24.98, 22.49, 22.52
07/21/2020, 22.46, 24.13, 22.16, 23.33
07/22/2020, 23.93, 24.33, 21.53, 21.65
07/23/2020, 22.28, 26.07, 21.66, 24.10
07/24/2020, 26.93, 28.04, 22.26, 22.70
07/27/2020, 25.25, 25.45, 22.30, 22.38
07/28/2020, 23.15, 24.10, 22.00, 23.54
07/29/2020, 23.00, 23.03, 21.67, 21.93
07/30/2020, 25.26, 27.78, 22.65, 22.79
07/31/2020, 22.83, 25.21, 19.73, 20.61
08/03/2020, 22.48, 22.65, 20.88, 20.95
08/04/2020, 21.28, 21.77, 20.39, 20.44
08/05/2020, 20.03, 20.08, 18.65, 19.02
08/06/2020, 19.96, 20.36, 18.92, 19.40
08/07/2020, 20.79, 20.79, 17.96, 18.08
08/10/2020, 20.09, 21.62, 18.78, 18.88
08/11/2020, 18.45, 23.58, 18.26, 21.89
08/12/2020, 19.22, 19.71, 18.26, 18.90
08/13/2020, 19.40, 19.89, 17.91, 18.54
08/14/2020, 19.49, 19.73, 17.46, 17.87
08/17/2020, 19.54, 19.56, 17.56, 17.60
08/18/2020, 17.88, 19.49, 17.57, 17.82
08/19/2020, 17.97, 19.64, 17.28, 19.23
08/20/2020, 21.91, 21.91, 18.35, 18.85
08/21/2020, 19.72, 20.21, 17.58, 18.01
08/24/2020, 19.68, 20.35, 18.63, 18.81
08/25/2020, 19.49, 20.25, 18.01, 18.09
08/26/2020, 18.16, 19.97, 17.66, 19.96
08/27/2020, 19.28, 24.60, 19.15, 20.19
08/28/2020, 20.86, 22.36, 16.65, 17.13
08/31/2020, 20.64, 21.66, 19.60, 21.10
09/01/2020, 20.97, 21.57, 19.24, 19.65
09/02/2020, 19.94, 21.10, 19.18, 20.71
09/03/2020, 21.52, 34.79, 20.88, 30.45
09/04/2020, 30.21, 40.20, 28.14, 29.41
09/08/2020, 38.28, 38.28, 31.91, 32.91
09/09/2020, 30.43, 30.82, 27.41, 29.09
09/10/2020, 27.49, 31.56, 26.81, 30.43
09/11/2020, 28.53, 30.88, 25.40, 26.33
09/14/2020, 26.62, 26.88, 24.50, 25.06
09/15/2020, 24.36, 24.82, 23.60, 24.22
09/16/2020, 24.36, 24.95, 22.50, 23.77
09/17/2020, 28.37, 28.37, 24.79, 24.95
09/18/2020, 24.57, 28.05, 23.92, 24.02
